artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,
The Neighbourhood,Wiped Out!,Daddy Issues,260173,FALSE,0.588,0.521,8,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,alt-rock,
Daddy Yankee,Prestige,Limbo,224693,FALSE,0.806,0.875,8,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,4,latin,
Foo Fighters,There Is Nothing Left To Lose,Learn to Fly,235293,FALSE,0.465,0.919,8,-4.025,1,0.0408,1.83E-05,2.07E-05,0.262,0.537,135.997,4,alt-rock,
Scorpions,Crazy World,Wind Of Change,312360,FALSE,0.452,0.524,8,-10.108,1,0.0351,0.315,0,0.103,0.246,151.505,4,hard-rock,
Zedd;Alessia Cara,Stay,Stay,210090,FALSE,0.69,0.622,8,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,4,dance,
Sidhu Moose Wala,Moosetape,295,270000,FALSE,0.557,0.794,8,-5.698,0,0.2,0.179,0,0.106,0.432,91.366,4,pop,
Calvin Harris;Justin Timberlake;Halsey;Pharrell Williams,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",229282,FALSE,0.81,0.733,8,-6.338,1,0.0444,0.276,6.73E-06,0.288,0.9,125.975,4,electro,
Alesso;Katy Perry,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),161266,FALSE,0.685,0.886,8,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4,house,
Jack Harlow;Tory Lanez;DaBaby;Lil Wayne,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",227478,TRUE,0.904,0.723,8,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013,4,k-pop,
Foo Fighters,In Your Honor,Best of You,255626,FALSE,0.366,0.94,8,-5.119,0,0.0696,0.000769,9.42E-05,0.188,0.369,130.198,4,metal,
Disclosure;Sam Smith,Settle (Special Edition),Latch,255631,FALSE,0.503,0.727,8,-5.456,1,0.167,0.0159,9.45E-05,0.0895,0.521,121.985,4,house,
Metallica,Metallica,Enter Sandman,331266,FALSE,0.577,0.828,8,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4,hard-rock,
Clean Bandit;Sean Paul;Anne-Marie,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),251088,FALSE,0.72,0.763,8,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,4,funk,
Ed Sheeran,x (Deluxe Edition),Photograph,258986,FALSE,0.614,0.379,8,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,pop,
Amy Winehouse,Back To Black (Deluxe Edition),"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",233733,FALSE,0.772,0.371,8,-5.743,0,0.0348,0.744,0,0.167,0.684,96.574,4,soul,
Novo Amor,Bathing Beach,Anchor,257533,FALSE,0.457,0.407,8,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,4,ambient,
The Chainsmokers,Memories...Do Not Open,Paris,221506,FALSE,0.653,0.658,8,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,4,edm,
OneRepublic,Human (Deluxe),Run,168259,FALSE,0.682,0.72,8,-8.176,0,0.0382,0.321,0,0.205,0.649,116.988,4,piano,
Ellie Goulding,Delirium (Deluxe),"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,FALSE,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,4,indie-pop,
Sara Kays,Remember That Night?,Remember That Night?,227186,FALSE,0.679,0.61,8,-10.936,0,0.0305,0.585,9.51E-05,0.156,0.554,123.978,4,songwriter,
BTS,You Never Walk Alone,Spring Day,274097,FALSE,0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71E-06,0.13,0.462,106.994,4,k-pop,
flora cash,You're Somebody Else,You're Somebody Else,218883,FALSE,0.713,0.452,8,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,4,folk,
Skillet,Awake,Monster,178013,FALSE,0.64,0.957,8,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,4,rock,
Mazzy Star,So Tonight That I Might See,Fade Into You,295600,FALSE,0.42,0.33,8,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,3,alternative,
The Cure,Wish,Friday I'm In Love,215160,FALSE,0.526,0.763,8,-12.663,0,0.0341,0.00126,6.75E-05,0.359,0.514,136.205,4,punk-rock,
Robin Thicke;T.I.;Pharrell Williams,Blurred Lines (Deluxe),Blurred Lines,263826,FALSE,0.853,0.599,8,-4.756,1,0.0411,0.00334,7.93E-06,0.0759,0.843,119.993,4,soul,
Avicii,Levels,Levels - Radio Edit,199906,FALSE,0.584,0.889,8,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,4,edm,
Rema;Selena Gomez,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),239317,FALSE,0.801,0.806,8,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4,pop,
BLACKPINK,BORN PINK,Pink Venom,186964,FALSE,0.794,0.719,8,-7.227,1,0.0761,0.0119,0,0.276,0.69,90.016,4,k-pop,
The Neighbourhood,I Love You.,Sweater Weather,240400,FALSE,0.612,0.807,8,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,alt-rock,
The Vamps,Meet The Vamps,Somebody To You,185097,FALSE,0.526,0.818,8,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96,4,dance,
Neil Diamond,Sweet Caroline,Sweet Caroline,203573,FALSE,0.529,0.127,8,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,4,singer-songwriter,
Mora;Jhayco,MICRODOSIS,MEMORIAS,228750,FALSE,0.771,0.707,8,-6.404,0,0.055,0.389,0,0.0745,0.317,127.963,4,latino,
Martin Garrix;Bebe Rexha,In the Name of Love,In the Name of Love,195706,FALSE,0.501,0.519,8,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,4,edm,
America;George Martin,America,A Horse with No Name,252239,FALSE,0.654,0.506,8,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,4,folk,
Spice;Shaggy;Sean Paul,Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),154666,FALSE,0.817,0.8,8,-4.475,1,0.108,0.12,3.90E-05,0.187,0.534,90.016,4,j-dance,
Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),Love Me Like You Do,253520,FALSE,0.489,0.597,8,-6.633,0,0.0292,0.27,0,0.105,0.324,95.012,4,indie-pop,
Måneskin,Chosen,Beggin',211560,FALSE,0.714,0.8,8,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,4,indie,
Billie Eilish,Happier Than Ever,NDA,195776,TRUE,0.765,0.373,8,-9.921,1,0.0713,0.341,0.525,0.112,0.554,85.016,4,electro,
M.I.A.,Kala,Paper Planes,205200,FALSE,0.447,0.848,8,-6.175,1,0.222,0.033,7.46E-05,0.65,0.485,172.253,4,indie,
Elvis Presley,Blue Hawaii,Can't Help Falling in Love,182360,FALSE,0.396,0.293,8,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,3,rockabilly,
Kanishk Seth;Kavita Seth,"Rangisari (From ""Jugjugg Jeeyo"")","Rangisari (From ""Jugjugg Jeeyo"")",223271,FALSE,0.524,0.758,8,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,4,indie,
Culture Club,Colour By Numbers,Karma Chameleon - Remastered 2002,252773,FALSE,0.668,0.73,8,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049,4,disco,
Pink Floyd,The Wall,"Another Brick in the Wall, Pt. 2",238746,FALSE,0.693,0.394,8,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,4,rock,
Stray Kids,ODDINARY,MANIAC,182757,FALSE,0.581,0.8,8,-2.613,1,0.411,0.154,0,0.0697,0.709,119.872,5,k-pop,
The Chainsmokers;Coldplay,Memories...Do Not Open,Something Just Like This,247160,FALSE,0.617,0.635,8,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,4,pop,
Maluma,Junio,Junio,168601,FALSE,0.85,0.756,8,-3.439,0,0.0407,0.0999,0,0.0873,0.896,120.024,4,latino,
Robin Schulz;Francesco Yates,Sugar,Sugar (feat. Francesco Yates),219043,FALSE,0.636,0.815,8,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,4,german,
Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,281160,FALSE,0.256,0.641,8,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,alt-rock,
OneRepublic,West Coast,West Coast,192947,FALSE,0.685,0.699,8,-7.803,0,0.0349,0.317,0,0.0895,0.884,134.057,4,rock,
Doja Cat,Planet Her,Need to Know,210560,TRUE,0.664,0.609,8,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,4,pop,
David Guetta;Bebe Rexha,I'm Good (Blue),I'm Good (Blue),175238,TRUE,0.561,0.965,8,-3.673,0,0.0343,0.00383,7.07E-06,0.371,0.304,128.04,4,edm,
Lynyrd Skynyrd,Second Helping (Expanded Edition),Sweet Home Alabama,283800,TRUE,0.596,0.605,8,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,4,hard-rock,
Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,215360,FALSE,0.739,0.511,8,-7.844,1,0.0362,0.167,1.34E-06,0.133,0.542,96.038,4,r-n-b,
BTS,Proof,Yet To Come,193593,FALSE,0.559,0.885,8,-4.515,1,0.189,0.0432,0,0.333,0.683,172.029,4,k-pop,
Blind Melon,Blind Melon,No Rain,217106,FALSE,0.389,0.476,8,-9.342,1,0.0316,0.619,5.09E-05,0.255,0.566,148.117,4,grunge,
Incubus,Make Yourself,Drive,232453,FALSE,0.645,0.792,8,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4,grunge,
R. City;Adam Levine,What Dreams Are Made Of,Locked Away (feat. Adam Levine),227480,FALSE,0.509,0.671,8,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,5,reggae,
Tom Rosenthal,Z-Sides,Lights Are On,193749,FALSE,0.44,0.04,8,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,4,singer-songwriter,
Green Day,Dookie,When I Come Around,178000,FALSE,0.531,0.909,8,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,4,punk,
Red Hot Chili Peppers,By the Way (Deluxe Edition),Can't Stop,269000,FALSE,0.618,0.938,8,-3.442,1,0.0456,0.0179,0,0.167,0.875,91.455,4,alt-rock,
Imagine Dragons,Mercury - Acts 1 & 2,Bones,165264,FALSE,0.772,0.75,8,-3.67,0,0.0455,0.0201,0,0.074,0.587,114.061,4,rock,
Burna Boy;Ed Sheeran,"Love, Damini",For My Hand (feat. Ed Sheeran),159123,FALSE,0.87,0.479,8,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance,
AC/DC,Back In Black,You Shook Me All Night Long,210173,FALSE,0.532,0.767,8,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4,hard-rock,
Glass Animals,Heat Waves,Heat Waves,238805,FALSE,0.761,0.525,8,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,4,indie-pop,
System Of A Down,Mezmerize,B.Y.O.B.,255466,TRUE,0.538,0.981,8,-2.688,0,0.14,0.00662,0,0.219,0.711,101.414,4,alternative,
A Great Big World;Christina Aguilera,Is There Anybody Out There?,Say Something,229400,FALSE,0.407,0.147,8,-8.822,1,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,3,acoustic,
The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,217026,FALSE,0.512,0.483,8,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,4,alt-rock,
Passenger,All the Little Lights (Deluxe),Let Her Go,252733,FALSE,0.445,0.541,8,-7.36,1,0.0736,0.359,0,0.109,0.217,76.289,4,folk,
R.E.M.,Automatic For The People,Everybody Hurts,320266,FALSE,0.467,0.324,8,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,3,alternative,
Red Hot Chili Peppers,The Getaway,Dark Necessities,302000,FALSE,0.7,0.742,8,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,4,metal,
The Strokes,The New Abnormal,The Adults Are Talking,309053,FALSE,0.593,0.749,8,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4,rock,
Ava Max,Heaven & Hell,Sweet but Psycho,187436,FALSE,0.72,0.706,8,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,4,dance,
Ozuna;Feid,OzuTochi,Hey Mor,196600,FALSE,0.901,0.589,8,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4,reggaeton,
Cigarettes After Sex,Cigarettes After Sex,Apocalypse,290616,FALSE,0.37,0.467,8,-9.013,1,0.0273,0.0205,0.572,0.109,0.182,94.485,4,indie-pop,
Kate Bush,Hounds of Love (2018 Remaster),Running Up That Hill (A Deal With God) - 2018 Remaster,300840,FALSE,0.625,0.533,8,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,singer-songwriter,
Bryan Adams,Waking Up The Neighbours,(Everything I Do) I Do It For You,393640,FALSE,0.533,0.36,8,-12.633,1,0.0282,0.0805,1.03E-05,0.0631,0.299,131.229,4,singer-songwriter,
Sum 41,"All Killer, No Filler",In Too Deep,207093,FALSE,0.568,0.844,8,-5.875,1,0.0505,0.000189,0,0.0607,0.766,116.046,4,punk,
Bad Bunny;Drake,MIA (feat. Drake),MIA (feat. Drake),210367,FALSE,0.817,0.539,8,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,4,latino,
MEDUZA;James Carter;Elley Duhé;FAST BOY,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),148629,FALSE,0.607,0.767,8,-6.069,0,0.0474,0.118,0,0.122,0.662,123.998,3,electro,
The Supremes,The Supremes A' Go-Go (Expanded Edition),You Can't Hurry Love,167933,FALSE,0.63,0.711,8,-9.34,1,0.0472,0.299,0,0.0813,0.659,96.912,4,disco,
Martin Garrix;Dua Lipa,Scared to Be Lonely,Scared to Be Lonely,220883,FALSE,0.584,0.54,8,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,4,house,
Bonnie Tyler,The Very Best of Bonnie Tyler,Total Eclipse of the Heart,267360,FALSE,0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,4,disco,
Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,301920,FALSE,0.502,0.912,8,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,4,alt-rock,
flora cash,You're Somebody Else,You're Somebody Else,218883,FALSE,0.713,0.452,8,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,4,swedish,
Labrinth,Euphoria (Original Score from the HBO Series),When I R.I.P.,174567,TRUE,0.417,0.551,8,-6.456,0,0.174,0.73,0.00166,0.0907,0.444,87.614,4,indie,
Stephen Sanchez,Until I Found You,Until I Found You,177720,FALSE,0.539,0.508,8,-6.05,1,0.0288,0.727,0,0.174,0.227,101.358,3,songwriter,
Jimi Hendrix,Electric Ladyland,All Along the Watchtower,240800,FALSE,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69E-05,0.0842,0.564,113.253,4,psych-rock,
blink-182,EDGING,EDGING,151533,TRUE,0.606,0.905,8,-3.117,1,0.0518,0.0044,0,0.151,0.706,143.952,4,punk,
Dexys Midnight Runners,Too Rye Ay,Come On Eileen,287306,FALSE,0.45,0.656,8,-7.049,1,0.0472,0.664,3.02E-06,0.259,0.782,106.61,4,ska,
Ariana Grande;Social House,boyfriend,boyfriend (with Social House),186106,TRUE,0.4,0.795,8,-3.731,0,0.461,0.119,0,0.159,0.702,190.097,4,dance,
Giveon,TAKE TIME,Heartbreak Anniversary,198370,FALSE,0.449,0.465,8,-8.964,1,0.0791,0.524,1.02E-06,0.303,0.543,89.087,3,pop,
Amy Macdonald,This Is The Life (eDeluxe),This Is The Life,184413,FALSE,0.628,0.882,8,-5.024,0,0.0323,0.259,0,0.065,0.853,95.083,4,songwriter,
Jonas Blue;Why Don't We,Don’t Wake Me Up,Don’t Wake Me Up,188894,FALSE,0.621,0.747,8,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,4,house,
dhruv,double take,double take,171743,FALSE,0.456,0.437,8,-11.156,1,0.0867,0.839,0,0.218,0.209,108.678,4,chill,
AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,Insane,Insane,206060,FALSE,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55E-05,0.0975,0.304,98.967,4,pop,
Van Morrison,Blowin' Your Mind!,Brown Eyed Girl,183306,FALSE,0.491,0.583,8,-10.964,1,0.0376,0.185,0,0.406,0.908,150.566,4,songwriter,
Travis Scott,ASTROWORLD,5% TINT,196138,TRUE,0.712,0.481,9,-5.415,0,0.0487,0.173,0,0.241,0.062,140,4,house,
Clinton Kane,I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,204093,FALSE,0.422,0.34,9,-6.577,1,0.0351,0.877,1.77E-05,0.149,0.223,77.213,4,songwriter,
The Beatles,Let It Be (Remastered),Let It Be - Remastered 2009,243026,FALSE,0.443,0.403,9,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,4,psych-rock,
Jhayco;Bad Bunny,CÓMO SE SIENTE (Remix),CÓMO SE SIENTE - Remix,227520,TRUE,0.807,0.606,9,-8.871,0,0.088,0.0946,0,0.119,0.304,92.988,4,reggaeton,
Kenshi Yonezu,KICK BACK,KICK BACK,193495,FALSE,0.577,0.941,9,-5.17,1,0.105,0.00207,3.36E-06,0.0891,0.292,101.921,4,j-pop,
Strawberry Guy,Mrs Magic,Mrs Magic,208500,FALSE,0.471,0.634,9,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,4,indie-pop,
BTS,Yet To Come (Hyundai Ver.),Yet To Come (Hyundai Ver.),223535,FALSE,0.508,0.842,9,-3.992,1,0.0612,0.078,0,0.0858,0.44,86.041,4,k-pop,
Izzamuzzic;Julien Marchal,Shootout (Sped Up),Shootout (Sped Up),242142,FALSE,0.684,0.605,9,-8.678,0,0.0634,0.216,0.941,0.103,0.768,104.647,4,electro,
Megadeth,Countdown To Extinction,Symphony Of Destruction,246733,FALSE,0.61,0.891,9,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,4,metal,
BLACKPINK,BORN PINK,Hard to Love,162569,TRUE,0.647,0.723,9,-6.214,1,0.0491,0.00503,0,0.176,0.443,105.001,4,pop,
Pixies,Surfer Rosa,Where Is My Mind? - Remastered,234973,FALSE,0.519,0.441,9,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,4,alt-rock,
Adolescent's Orquesta,Ahora Más Que Nunca,Virgen,271766,FALSE,0.662,0.776,9,-4.707,1,0.0457,0.715,0.000411,0.106,0.724,90.838,4,salsa,
James Hype;Miggy Dela Rosa,Ferrari,Ferrari,186661,FALSE,0.847,0.69,9,-7.877,0,0.0493,0.0127,6.00E-05,0.0526,0.692,125.004,4,deep-house,
Adele,25,Love In The Dark,285935,FALSE,0.331,0.341,9,-6.057,0,0.0309,0.528,0,0.109,0.152,109.821,4,british,
Billie Eilish,Happier Than Ever,I Didn't Change My Number,158463,TRUE,0.849,0.48,9,-5.835,1,0.226,0.612,0.269,0.295,0.677,142.021,4,electro,
Bad Bunny;ROSALÍA,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,203200,FALSE,0.856,0.618,9,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993,4,reggaeton,
Jasleen Royal;B Praak;Romy;Anvita Dutt,"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",228855,FALSE,0.603,0.573,9,-5.843,1,0.0502,0.478,0,0.0971,0.236,82.941,4,singer-songwriter,
Cyndi Lauper,She's So Unusual,Time After Time,241333,FALSE,0.726,0.449,9,-9.206,1,0.0286,0.487,1.34E-06,0.0824,0.294,130.388,4,disco,
Ariana Grande;Justin Bieber,Stuck with U,Stuck with U (with Justin Bieber),228482,FALSE,0.597,0.45,9,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,3,dance,
Anirudh Ravichander;Kamal Haasan,"Pathala Pathala (From ""Vikram"")","Pathala Pathala (From ""Vikram"")",211384,FALSE,0.826,0.779,9,-5.609,1,0.375,0.35,0,0.0657,0.936,130.091,4,hip-hop,
Jhayco;J Balvin;Bad Bunny,Famouz,No Me Conoce - Remix,309120,FALSE,0.806,0.786,9,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,4,reggaeton,
awfultune,I Met Sarah in the Bathroom,I Met Sarah in the Bathroom,121374,TRUE,0.675,0.408,9,-10.861,1,0.142,0.901,0.000714,0.16,0.229,90.111,4,indie,
The Who,Who's Next (Deluxe Edition),Baba O'Riley,300400,FALSE,0.489,0.724,9,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4,british,
Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,173346,TRUE,0.75,0.608,9,-4.008,1,0.0387,0.00165,0,0.178,0.958,132.507,4,rock,
itssvd;Shiloh Dynasty,Missing,Losing Interest,120546,FALSE,0.753,0.355,9,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,4,chill,
Beach Bunny,Prom Queen,Prom Queen,136562,FALSE,0.528,0.797,9,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,4,rock,
Sidhu Moose Wala,Moosetape,295,270000,FALSE,0.557,0.794,9,-5.698,0,0.2,0.179,0,0.106,0.432,91.366,4,hip-hop,
Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,243360,FALSE,0.382,0.589,9,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059,4,rock,
Galantis;David Guetta;Little Mix,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),183725,FALSE,0.595,0.784,9,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,4,edm,
Peter Bjorn and John,Writer's Block,Young Folks,276693,FALSE,0.699,0.812,9,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4,swedish,
R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,268426,FALSE,0.666,0.855,9,-5.051,0,0.0295,0.179,1.20E-06,0.0987,0.803,125.639,4,alt-rock,
Stealers Wheel,Stealers Wheel,Stuck In The Middle With You,208946,FALSE,0.82,0.575,9,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,4,folk,
Melanie Martinez,Cry Baby (Deluxe Edition),Training Wheels,205680,TRUE,0.571,0.481,9,-7.179,1,0.0444,0.697,0,0.089,0.0807,113.753,4,electro,
Zedd;Maren Morris;Grey,The Middle,The Middle,184732,FALSE,0.753,0.657,9,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,4,techno,
Felix Jaehn;Ray Dalton,Call It Love,Call It Love,154560,FALSE,0.616,0.841,9,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,4,electro,
Culture Club,Colour By Numbers,Karma Chameleon - Remastered 2002,252773,FALSE,0.668,0.73,9,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049,4,synth-pop,
Anitta,Versions of Me,Envolver,193805,FALSE,0.812,0.736,9,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,4,funk,
MGMT,Oracular Spectacular,Electric Feel,229640,FALSE,0.763,0.803,9,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3,alt-rock,
Taylor Swift,folklore,august,261922,FALSE,0.532,0.623,9,-9.208,1,0.0331,0.538,7.28E-05,0.0925,0.403,89.937,4,pop,
Lost Frequencies;Calum Scott,Where Are You Now,Where Are You Now,148197,FALSE,0.671,0.636,9,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4,edm,
Bon Jovi,Slippery When Wet,Livin' On A Prayer,249293,FALSE,0.532,0.887,9,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,4,rock,
Doja Cat,Planet Her,Woman,172626,TRUE,0.824,0.764,9,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,dance,
Cigarettes After Sex,Cigarettes After Sex,Sunsetz,215150,FALSE,0.405,0.479,9,-9.396,1,0.0301,0.0527,0.795,0.0974,0.131,75.37,4,indie-pop,
The Chainsmokers;ROZES,Roses,Roses,226738,FALSE,0.713,0.802,9,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,4,house,
The Strokes,The New Abnormal,The Adults Are Talking,309053,FALSE,0.593,0.749,9,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4,garage,
Lunay;Daddy Yankee;Bad Bunny,Épico,Soltera - Remix,266086,FALSE,0.795,0.783,9,-4.271,1,0.0432,0.361,0,0.437,0.799,92.01,4,latino,
Dr. Dre;Snoop Dogg,2001,Still D.R.E.,270586,TRUE,0.816,0.775,9,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,4,funk,
Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,547106,FALSE,0.249,0.834,9,-8.21,1,0.0577,0.0738,9.48E-05,0.0924,0.338,118.223,4,blues,
The Chainsmokers;Bebe Rexha,World War Joy,Call You Mine,217640,FALSE,0.585,0.696,9,-5.6,0,0.0307,0.204,0,0.344,0.522,104.01,4,house,
KAMRAD,I Believe,I Believe,147007,FALSE,0.711,0.681,9,-7.459,1,0.0263,0.124,0,0.262,0.775,118.021,4,folk,
Anirudh Ravichander;Jonita Gandhi,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")","Arabic Kuthu - Halamithi Habibo (From ""Beast"")",279677,FALSE,0.608,0.757,9,-6.945,1,0.164,0.259,0.00216,0.259,0.625,124.078,4,hip-hop,
itssvd;Shiloh Dynasty,Missing,Losing Interest,120546,FALSE,0.753,0.355,9,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,4,sad,
Jet,Get Born,Are You Gonna Be My Girl,213800,FALSE,0.613,0.953,9,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,4,alternative,
Bad Bunny;Tony Dize,Un Verano Sin Ti,La Corriente,198367,TRUE,0.663,0.786,9,-3.51,0,0.195,0.229,0,0.219,0.579,196.12,4,reggae,
Echosmith,Talking Dreams (Deluxe Edition),Cool Kids,237626,FALSE,0.719,0.671,9,-6.279,1,0.0336,0.0372,8.21E-06,0.12,0.786,130.027,4,indie-pop,
Jordan Davis;Luke Bryan,Buy Dirt,Buy Dirt,167480,FALSE,0.586,0.559,9,-6.725,1,0.05,0.639,0,0.0872,0.437,177.945,4,country,
Felix Jaehn;Ray Dalton,Call It Love,Call It Love,154560,FALSE,0.616,0.841,9,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,4,german,
Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],Cornfield Chase,126959,FALSE,0.18,0.226,9,-16.457,0,0.042,0.951,0.982,0.0998,0.048,94.079,4,german,
Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,391376,FALSE,0.579,0.508,9,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4,folk,
